uin,chat_cnt
7b9cce04014b34df85a2bc0ec3f1d0ed,10
228f4b5139c8689745b5e87720389ee4,18
96d44ccbbe09221fef5a262f9d3cf8fb,17
7f171b0282909f051b16ec9555c985f7,18
3707d834e501d1956870f4506469bcc1,28
37b093013bacac5a5d9025abea82b5a3,4
1297a7aa72077b9a9fedb8c9d5e1b0ed,18
89332e2942afc057da55c29c62ce4067,37
920847a04870678ede90979af4b7dcf2,73
4a4044958a6148922165af53c7b44f1d,86
afb00cd46bbfc83dc7fcf3fc29a1e0b2,2
fcc2ee6b7253502460ac8f2e691b75b5,154
5e1fc9871fd2ea4939af15426def1dfd,9
c7a2b59a036f3f1af2745bf0b051d913,65
19be20d66ca9db92584c2b0309ac19fa,1
f0e6b2017e251c9f34473421223eaf4e,271
bb58c3c8690737571df7447449701360,40
43b4b08c6d4ef2ec72d2b895c8aa62c3,27
099ae0de474e8a08c4401d17fcb40ead,17
563fc7f859a652c4daa5f77327e8c3d1,92
8fc22cae0864c44a0db71b731d1fd8b6,29
da4d07a35485ee651dfc9c6f6fe83125,9
9649d8214977a9e358e8bdc49477c774,24
a876567d0a4a1128cf7797421f313fca,82
dc3cb8848aca4aa1bf81a7bedc1b81ec,78
d344f8f2b97396b6c93a927aa1013817,11
7c1713ab01b26578d3cb22c35cb512dc,153
b78a4714d2c95e53c007629d663ab8f7,55
3dc143b9d12664316a8f5374eb76c571,155
d59d1dcdd10ab31603bc7dca29904416,594
d1c6dd4accd88751c53d144eba3b22cb,67
f4a0ba80b1ddb99943489519f1706545,167
fa39ec01eba00626be43c458ab9804e0,19
42c04194389ef173e67834729b4bc5f3,8
47babf44bec114df6430eb6611f636d1,2
8c44c5ca5cb080990b570ae251835fab,150
938b6e8fd80fd71b0cc177852aab6c0f,3
3cf0747c2210d2d75a3a36fddc5668e8,24
33fe867ecc733d6ed436b3d0a6e9d7e4,36
6d4c5eb184fcaf3e10b7574c44cc8b14,12
87787eb9ebc54c8bcc585c22b8b9afc9,38
eb71a586baec1a7522d3029fd0f35419,2
c48828bec28d8e32ed206285d5cf0cf9,76
3f8d6bf1ec1f05eccf00c7afa2929078,2
8a9ae0a4fc830fbe1d4f8c801b046455,35
4cf197ab6e5e9535d4f048ae17c84079,110
8cece27892091791bade7a500d064c2b,49
e62e47ec788da7bcd4c7cc8c00993666,52
35f9a02b42b748325d060f10ad4617ca,248
f9b20fbf0a4455fb06728e990921b537,56
808feaa19e177fab28314d1db09934a5,21
d81bba8b55bccb2c6b8e00b6646cea6f,82
c8e49b04b55489c2d937a383bdc0b957,118
f4604d8c30dcd0d876e4b8259ae68e80,11
2d931fe341e2729494e1fb1fa2a16eff,1
4daf5966c2cf141522b1925ab3fb2287,17
8feec6626af2bb808dd89f7bd5b3bce7,4
7c6c8cde8c1a3bbc4c9715ee4a111d01,16
2e8c43c41d7e9f0f568e27fc5a5966b8,24
ee8f9957d924dc3393e6d305fbd45e09,13
9759986d858ebbfa3f6420e2014b5316,3
678ca9e2098ede4508e4963f624c515a,3
3d26e9bd36893312fefbac3bcb4ce0bb,67
b8de258d859e7438a9ff4531e74275b4,16
5d9b899073906f8daa3925015a3b6638,24
319f99414d88be81a879717d933e719e,15
c5e5bfb77524e47177b0dbfb50dd6157,58
736be0004e79d567c800be49501fbd6a,194
fa912841fb06de91d07175b2b17f92a8,26
0319022509a9e11df706e078a7ac8c98,31
f5e8b8a979601ffb788a4b472453a366,28
4ca15c945dd486b12561b6f993c3968f,2
bc048b20f23bd622d36178a006f328d1,6
682bc4bf064424590c6657135064e72f,142
4005c898ad445c396edc47df16dc83a6,189
228f0b9a1d350e9b338d6e266c761411,20
2fe4bf4e32450ed1c247330eb00ee5d6,21
35e91743723d5271740c873cd0972cb5,4
e07b2aba462de6c71744fa8abbb98561,338
94aa35aa95e47e0d36ae6f3d1b948c0d,16
bc96f66d343338025cddbefa9b631e38,43
b345bf089cb2967841e7aa5075273cdf,1
e3df72d71e06e120058a54a0028fbda4,43
fd9097aa35f43f7e884b4dcaf325549f,86
5190968768bf2c27453963d7d1b0914b,25
a079b92881d5557c5b03d462e0229abb,22
62c8eeb0a6e154e4d20655511048eba2,6
d08a238317fd70f39a230e527875d2b6,46
943f91fe54ffdd9a81610fdaa181182b,3
9f5781e595a786e7f4a53877d8b77ebb,12
9841a7952b6757c8be93732933110e7e,161
bbd87f3aa91bb8ce45f98f404a698457,33
b609a873361129815a5f925a95dd4ee6,6
4093220e438e322e2a14b586695014a9,127
5f9b6c89040cda0e4e78975002835fd2,41
74f103075f6e3c1f1da237a319a1034e,3
dc794c67ae9e95e6d3d942959db907ca,52
3c1da8d8c17a8d01a60a5a9bde99d0dd,1
55114adfa1a21cf3c00db37753ec56f4,41
d8b2a2a7ebcd26285b390fe26b1a4ea5,17
1005ae638ca9c9321e71fe8c9fd5bbd3,100
28eafcfb69f1c18de8d85dc18230b626,54
cf99e0cc5f387feaf93adba178eb1a75,45
af2451939f53009d5eea046a78f4bc80,30
9b5c9d63eb605bef3c96798686c0784f,7
216df0b1fcd87987643c1ae7af4f3aba,49
80c6554934944be84e0af30ef4405a2d,63
4550c4c7da853f28088c336bca711e54,84
e5a5a6b7ac96b70a30595a3f5d82c402,6
aa279f0304814c6a543c29303ca69067,95
faf380a4b7d618e9480430d553a6612b,11
16ea6f6b68bc79cba49576c381ab1d24,28
cf9eb230203d55f699d0a33f523f660d,28
02f303e50488743b8ef81ae6ab5ab5ed,26
4c631936e4f5d0a398e676f36e5fe14d,44
daeb8762147223edce043298415b7fc6,2
ef7a8c55dac9bcc4fb56cae204049002,4
ad454f9825365af2129ebbf2a0143b47,56
c2d9ba2dc89860bf87f63ba7144b9d87,137
8f06118085011afe655b66131f463ef0,214
e4648c0adcf8d023a37d34dbf4d9579d,6
8f9c61d8706cd52fc44f88b9ca0c59e2,26
f27a6aa10117f6b3cb3f16f84816f503,53
fe5900ec82210b5015ae6b53ccac9cc0,3
0d3266a5f4ae0debc67bd99a00478670,66
c6ab5a935e877e3e8c9f26eeb7330acc,6
7753c5e092b4c7c74b8c4fd223a4c714,5
ff50da508077c1c8750da9ef826d9e41,39
c7983e5b79ed01e10c6483255124645e,15
fb7dfdf7632a60aff77e0db93d9fe8fe,27
44261c3630cba78cf9392ea5657e1a10,15
5deadd09be1405f5dc2fccbaec9baa06,42
dc8055111f579dfec04474d2402a6e23,27
935a696eed7699e44018659f8a9f4854,73
9861ea5f23198aa15fa3c84d02a73af1,94
bd2203c9d51dbfb13527eb4aa5d57c27,38
b8976ae16362f91fad61f6c19c1b9fd5,16
419ad4e40bfa9485fd3f9e2e10d4d595,126
dfdbd4e4d9363a36e520b2c000b329bc,21
f38fc62a1f628ef1732d502695dab108,30
beaada90be9b930353964ce778c86d3c,84
70808069fd276acce66e03de6b20d4e3,71
2e0edefd77f9611dc30c8a7946547b2f,29
b9438791ae40e3426dff9f8bfda2750a,1
51fd6fbfd40df1fe1b3d8c0419437d91,176
75de7ab7677c68a0875f1c1fd359baba,4
3c4fed9ed3e90a6a912f52169d9cf93e,33
29496999f780599265db244b1420c9d4,14
2f8cc37a682f82666d6d6e845016568d,13
ebe7ffe167ebbca7263e43dd396063c8,15
4b2017088a343cfcb3c14eb63baca701,22
dc3e98fe6c713f2950360f1b44a61659,21
b559e474f282792ae10282f03a2ebfbd,19
e0a204ea2da6f23d43a2533d47ff4352,20
1936fe01e3aa9e7fbb35f28f2816be39,4
56b5c73355ef4ea770a3eea2d72e7659,33
3c279da06bcfb090eb4257d88c164916,16
27a98c51c505b474c0580f3bb50dc013,1
26a2a9e8c8e9531bfb8c201182eea1d3,15
98771c29fbe410e5816e2a103e620015,36
fcb295e335f91c0eb21a8686747abba1,54
70877378f35f6a0e14a091d30ea708dd,26
c3abcdf8954be03a51c88a180cbb0c8e,10
d7fb3860bca1296a5b71ee7d91f703f4,144
940fe0ee127f3c4276d1cd6b242cc0ab,59
1482a7da166fda87fdd354055a4cc0f4,41
19412c10ad814bb270e3ca10ff327254,9
be9157cd3d45473423b086c1409f27ba,34
579a3a40cac3f56bfae9b432dce83f7e,75
34988405810071b9d0e34997d3676189,31
aed749533bdb2bbc519e1e6f161ef8d2,192
0cde0f87d3a6148579969a7e8ee2d32d,39
012bf0e0630b092bd81fc079a6eeaab9,48
e5283efb53cbdb439578a4e5d302e73e,129
09837874a7f41829ace8d646754f5ac6,7
367fbb9ed1c93ad079630d089808e4ed,83
28d98decccc4972f93e84830dce7d095,7
7007448b868b7677358c5bf13e408a4f,66
bf5c8f4fb5fa86899d22a5a9ee7cbda9,16
45d9765a91bee22fd7c136ec62573a3f,38
9f3e6996bdb624222cbce6898edec8b9,21
6f935c028d7fb1d5e2f736e3bcf12a89,35
f9e08c5b1949e10b77a67a9c87e52dc0,98
45888faab5cbe8faed721ac5c021203e,1
e6eb1d02a8a421d01a14f611418d224e,1
a5e2c6d26690b409e4aa0d67b2df9f1e,100
0a183a369374e1533c54c903c661bc9d,12
078a590ca781eb2cd2b00062ef45f202,24
5c935acdb2c10d2d79d040c22d5148c7,411
03970bc01b8f2d25633738a405be2a6c,6
fbaabe093df01ba288820134e131ced1,7
aec5c184315ddcce28cd5ef4bb81ef4d,9
fd05c27c72d0ae728b58f0a91528cc44,32
5d2053cb4d8bf5c77de1697d94106e38,22
91d69ab6515a83bc294d406f581b1ae8,44
91b8c438d3e4565c81cab7a88cf5a05b,16
ee09c87cd80496174a1acd85d16f2d13,33
f5165da691709538f0e51ff9dfcf41af,2
60c1ab3569a6e7a4bbe304fd53627318,21
2d3bc81d52534c00f9753573168aea7e,2
a8598bd2c1ecd2882e258207ebd101d5,90
03a3bfee1ade87807a69f7b6aa0a7c65,17
127de27f84358fe7f9707cf06a37457e,3
9ba7e4bbfe7c8b8249361f6997b2a6c4,69
e081e30a4f8c2538f41dcb3eee609df1,41
695aa3a1056e8133db6a790688a3d3f2,180
214f3f0d1630fc0b1a01663d0d309dad,68
125c25f3af22b1e7f06a62962ab66e7c,3
f7a79f1328acf724c1b3cd2fe62b04fd,8
7e5b5300bd1e576bc4fd0ccfbe63d921,44
ce49e72f30da7ec88392875861d9370f,6
f9ad25c9bf39cc2283817ef6f3c0d1fd,9
c57af039f1bf1fe3838f347dc7456994,86
2bbac3c2f9d00eba313d081d099c853a,14
f7527c5b6ceecca00326b6f0e46b00f1,183
47dd3053ba4abd0f2fc35258881c5d60,48
9468e670a989fb3da5b47703a657f0c6,12
7db4ec8ea7f1bfa91dca8885e930d1f8,5
652b7e1ec638462cc720b87ba99e87b7,714
5e127676fab2b75f1cfed18fedf2ac99,127
2dcf3a1b9ab920ed1c81a0c1e14a1df0,52
21b9b004acc317d34f5ac82f997a0768,23
ec01018be38238d5e0bea4246bea01e4,31
3fe5d7056a71cd8286f17b792e9d5af7,32
9180a5ebeac33c4124f7d6d3fea787dc,5
c0b6a0e622c6aa61e216a5e69cc68bf9,10
cdd32bf7e7bbdc92cb3d917bcfc48473,32
bcf789c42f1ab2729b050b103421caf2,57
6da9dfff4e53d44299d687926515dfa7,78
30b83460672fc519da69a594edd91d28,135
4715e7ce924584cc26b33e74f0b02bb3,9
97965a7f1b5daf54fcb323a0ff3f3815,63
f9bd378c7e4bd0ec3bf759a00733d560,42
71ed9809d578a8243d85b1d40a9c6640,1
2b72c3bc66f8849f3453701743feaff9,23
65e912a5354bf3d7b86b5253c7f67f82,3
84580af217fc7407f20ff7a4d92afa6d,12
035a99c07871e2f75ff1118cab24801c,12
f66998cd19f247394a35966d87163621,162
35c9c1f471fb47d01988ce0932bbe2b1,8
1412235b18c0a5a4cb33932e11be9d57,35
97d8c417ad9a3968b0d84dcf5d6faa18,3
08217083577c3bfb8348df05c23298e7,120
e9c53c8f26a64678c3daf92ad5c792ae,26
ea181748b0f3116f2bc1b81eeadf1079,29
4564e295c3776af1860e3048a398d307,18
fe04bf3aaac6e8e78f17957f2b462aae,35
1a3ec384c656efebf86e288ee15db720,8
e94b0722c30968694796fa89fbd0e969,38
51d8f8a1413603b6d6f82235bb135f6d,10
ffd9edc780020d49476d3bc3cba04265,332
68e69b6c6e8f61c4818ba6dee9b5feca,10
638d02ac5f22311b466a9b5d816fa949,6
b4a485bbb92211c1e5b399a6f047fac9,8
3b9eee18b970a98ec1ea8569ab5db0bf,34
7b6caa1ae9c89b7670c77eb7e2088afe,70
816661445acd302d27e8f11f32b268c4,67
4cecc056b1838afb823e32fa080c4686,55
a5cdb0c153a60279e7488d809c724c4b,98
c2a1b54288005440d1a8794b9220838f,16
c02b86a460a3bbc12c176b7c8473b685,51
3b2a248468e823c437773326c4cda5bb,7
12681958bd7bf7ac809e35222db67eaa,15
d8fd672e2ee0c96a757daaaa473391ed,255
580221c0cb11a153a3f573e013cf7c31,262
6cba1ff44e8b4e7ddd4c0e259c9296a1,25
0f6ba91367ac3a4b7cf36663cfe58555,200
a9f773e21bfb828a5feb44fb0d536881,43
d026db0c1bf09c250432a2ed93348fea,28
2d64fb7d127d9abfc766ed6a8da7f842,41
d36ef10cf10afe95be5c14cffc0cbcec,10
5c481e68d0089ea560f5cf7a53ace1ce,18
050f7470b8268cc56d2a1d4bdcc44cb7,44
fcc3f42b9dd4f79c02a1021d004c55e7,29
2d3c5bc151024f4a7c2b80d0dddc6cbd,82
e65a60ef5b868a11e0149b6c427fe4c0,25
32b89499f56eb23334b2c2aeb6e6a14a,17
24838ee17be683c3249e2470ca5eae1f,75
472447f3b4c36d2638018b4daca4a7c9,73
5e2031c22f05c977e12da6f728584976,34
5cf5a32d99af9812e71fd88fc5dde332,4
dc9b2826ee2d059cd1186d15d4123fb5,1
5e1c359a6ed17de20d3320c3a5568771,4
f34669ae0a67c56f430b391044165d50,636
2573fdd165356b017e297970513b59d2,23
b3512feddab1bc304a81b1101dda046f,35
03f139bdeaef0bdb6db4382b06a1688e,47
c6cc8f3da24cb8ed05f22bd08a7da730,47
5bc746698d382322c55b7e92344d0026,62
6d7f395f8318fd52bfc017ed6998e088,227
a917b30b9c8a571bffaf65df2268118d,35
43e90033680f986ead9dbae67bf83875,84
a0954b03eaa91afa5dca11c07548f454,45
0c5a82d6c604f6339ca0abecd1cf362e,13
448332a868e14a4a41adbb2e7a362d67,4
2b35feec1ac2c02f1b4a3e2618bbad3c,44
65a62d21695d4025795df721f7914a9f,34
accf9f8bfbbd9cd072c6cb6eb7c48ea3,58
dde478effc14e74d50b0bf7f4edee0f9,198
490a9356abf2944bbc011e8f113c835b,55
6be90e38a6310681a6b29b0427f5a729,25
58cf9f5ce55bf4a9d9fe50187853ead9,2
bab7fbb7d0c9fadb9bfb88678b8fd72a,39
c51a9347faa3be878d2c400582c9283a,10
bfc40cea8b0c320e579653aab3fde31f,40
aa1f066ea32c2e3582f333c3846f4616,17
5de6cd5ac8e375de11439b672e43ed1b,20
f39d91ff1daeea6137797d7f3bd952f1,153
a1a5d1cf57ad40bf4c5f3d0e92bb9ee0,38
a7f119ef78fc2df150074b25d238620e,4
5ee76fbf9931c2d4abfabe95b9695cac,44
fab8a153db11729bca50a6c19a435c2f,94
13bbc766062a21892f708ac45b9e4ff6,37
35aa0690f63bc0c0b7d4ad347ef74097,153
e242e956138cd1c1660607fb78c9b234,71
b5cc09c5bffaaad765f3d7a8b58eada1,12
e9153d9eb7e6e8d56d32c98f63b50121,17
904e5a2f8b9bca0de88e03e652a3f66b,24
1221f98311788aa9fbf8e5aa953bf0e8,29
d989e99c20aa32fe3e3ecfedb1a86f58,808
d3050e6523d6cb040f4380fbfc66cf8d,58
2866b3333614dc0e1cbaa410cc55d388,15
5ad21fc86a1924366882fc1dc58366b7,286
16d5cff65bb79093eecd5af1f1216f74,55
1f4ebcd3af1621530a2e51dfd93626b5,7
92945d4a6d05264e02cabfa66d823fb3,21
244877a4abc9cc1ef758a153df5175e4,464
5c8049904905ce2b4d6fc30f628c1a55,9
3e1246e82e7051488fd59df5453b63b3,121
d07ea93af741a7a353ca8991ab652862,239
ea0f6634bc27734768449a58d94fd94a,10
ecfd65df325346df164903f7654e7b6c,83
2b46f18982afb5106658fca9f851c8f5,11
09e68d86856ccdff7575049a2540481e,132
448bbbac7a6983839fdf92a9f4f1b4ab,101
dfe5b19f2928a6a9c2f71750b086547f,120
0671f80da096cefd7595a59d12dbfe97,4
5330fbf0ecaab5acf052dfbbafca3598,29
acf6de36f62951e390ed48e226c3672d,116
a807fe3718c843d918de3bb9331acccb,12
29c292d0362f2c2305bf56df1ebe5506,31
06494608767606063ff6e8ab2cd27c28,18
3e918b96c597efaaa0d94f14753c6605,15
abc754f478412238566331366d963ad1,109
dd97b52d5174f2ea122820aa4294677e,100
9384cf0db7ea10ddc963b4bbb98d1e0c,12
867b323b050dad21c0d161b5068c0577,35
25dbc00afeff8efee41da3aff60bf787,131
9c3359edda4f5752190910bac8948474,53
d1ce0812c0e6d6a1f2b0041b132b040d,20
937602827a83903adbd4553ebcb3e108,194
17fb29696fad1de433bed95154790540,13
d52a62e35504efd6a1a4eb05317be1f7,13
a9115d9b309464dc4c4b61966621eaf1,232
f2f87a37d204d2c83a0d4cb33da5cbe5,3
8bd43cfe56bb5181b59df67008698eed,15
20660e0ff4fbe1395c7815ceaad2253e,13
297086ce0e82732b15a418face4fb155,949
b6262895bb2da6ec8c35e9c244717bf9,61
b7c9081e8b4b299d6f0593ac047b27c8,12
df11df8a4668a73b515998ec1b650ced,42
1c9e7be4be468081f2acf432767afa87,1
c14dcc64839a66fb3bcb93050f815007,37
85a3dc43b74d4db8af86ed80f18e94bf,96
41f4e8e1ff876313d3e049edda11a352,8
8121e22a10487b50c5f180d77609aece,82
65678c2fa2afef27e709d11da4c79b1c,21
906a3049efd9bfe1b42e7c8ea013251b,119
912381214879bc66484892e4ed4331d6,33
85d5db3752800ae0772bab3a05314d33,122
6f4eb6cf9bbe607d963057b64c755f7c,28
f83e14a2f21ae6a9b3ef2f4039542a81,46
dc1e1a5eecff9a40417891959ca342fd,179
45c86ab0b57ccb5aeb016980c9feff65,119
6c41cc7af849ed7d1b05c9004a290541,63
8e972ecca729aa92da07ab8842502e4b,82
f3c25868b7b1dfdb8fc4907a55c89348,57
25f86a5a4b5e89c0d16a79acf6efd2d8,15
d8f268413b445e11060ab10b9c57c37a,208
5ca471998e34b0da06ce6b91c6417687,65
d2ae20b550db4ef634aec3bea2e50c97,51
e58e99a5de956fa432c268e94582f657,85
756087d9c8cef6674076266cad4a906d,65
3dc74d697ff56cfda218fb56cf712240,69
cbf91032a797bb3eef9ee247fb1cc00b,21
22cc8ef5ed21c9596832fa2dec978935,18
4ab8d3eabc2e335e8fbe934d57de9c65,28
123fd2f09e69db6f82006e73b753f834,47
b861580efd9b7d6c14068cf01fee988f,64
a4609bad1006d273deb4aafcb6e58c11,22
7c9c77f4b8c6ccd526a7a379f3e433bc,220
eafe85db4a405324b529eea484e265ef,28
b593189e8b343e35426850ccabe75524,44
05a97ad3bc4c1936c0c5d264d840f6a9,481
75172452a646022d00daecb685ec8e84,148
665ee9b3b8149c34a01de3f1c025e220,27
be30d6e2f07e4f85d79e2718c84e8cf3,27
dd53db742080ace1117a88e2261eb508,68
8e4d31e946937fab711669b123fb8a14,14
2347d16a43e9c05397d2abcb15705afa,69
e022c464f94f301a73c09d66760cf5e3,56
b40066e62bfefbb5a54c7b9594db0bbd,136
0abdc2da16a24c5a07960db6cbbf9b2f,90
0ffd2b3ea244af7d0540ee3bde1a5d38,82
3c4d93b75c2cd1af744a60f94f4d47db,8
d1f4f26e76b56e7f16f93a723416886a,10
c3a2df50ab32eaa0793b50a9d8ebdec1,69
4244582de70ccbd8432bdfb5509ce81f,11
8ce060052f8296a41ada5e1527e189cf,104
4f8e7366c594df408f1114e0f3dbe887,54
6c7dc0c48601ad0c6560c10ac6d3420f,130
f5da85cf0ef0594a0068606978f71d9d,25
409b9e2aa12142003f2c7ca895f986ff,54
fe851f3867b9f8d1fad6d93e203aef85,151
2ce84c29ea340ba7dd079d9f5e8d93da,6
d0fecd7fd106d8dda21f28fcff66914c,9
c7c8073bede5c231a13125ddcc579fd8,6
6eb3cdb9aef3c479602f10c8233f3252,28
4313ea642b8b9ddd79ed1a12812af38b,60
56fd23ae8154e2ba78b059c5b32519a9,1
326d945daa9833c78421fa8d1c5a64f0,10
1aca10bccc5946af3fc46cee0e9caacc,170
745c809739c0d1ffcdceac0c57f0d835,50
561040624a06826136630bec7ddbe5de,5
1e09728a2a191c4317a4e7e5caec2940,36
f33645f6d15da683ab1a8eba2e034f00,27
605a234acfff0dd6b60b0abcc19bec89,44
846846cb3996a1b3227b5d5cf8312024,236
35f17ce455a7ad75bdb8f89deffdc3c6,128
64c01b9fd860a45cfe5057cf02fc93db,67
67248fdb9bbd53fc83f7bf750ee091d9,16
cac59a544df7cabc7f338483363065f5,15
568a8b24ca9b202bce60bcb609bc3ef2,6
594b536b96d1b3c779985f2b6ca0083e,6
b3fe90f8107edea9e2a6dca0e0c9a344,117
53ebf2da7da48faa2fe3186a302ae6e3,9
2afbfa5a9e8eaada3a19105b223204ff,4
cda3ad74c2b8de3076602f77cbb247c2,91
d062efa68a88f7eea45cba3e3c63e11b,37
97065a9f14676993aea7ac039051c786,29
773fb3294100664bfb2aa3451d6f07d0,19
b7dbf6b3a9e883576e7d8fecad3aac4b,7
d56760f99b08f431026f65012edbb1e2,18
3c7062f443be6377c429405d92853c81,211
a2e28ac865e97078619466a83796d581,233
3b679e23f825d1db9c44ba1177c2fb36,1
b146f553f8445097a8a18e2544fb6198,17
5650e88f884160cadd12e19f583d79b1,89
40dc961f83129ec0a8ff0a97bac09df1,29
88bb301f6689c3dbc8f2579cb61f925a,230
22c538ed0503676672b73c211366aa5e,110
5ef37f9309362f2acef1e31c934aea1e,45
037d48a4532b7b148a5a5b65a8a4d58b,19
6ffdcbaa81faae541e911b1d4ef74b8e,23
e57936e0e17f6c2b611bca44ebf86a17,20
a65fcc2966d7d398f97fe263a185b36e,189
3a1008b1d396da44033792f5978ef438,62
10502a8ffc1abef2735e9d1727e75e60,1
534ff3a470d5e6dc3fd252d72908065b,40
9b78d42aa84dfbd90a9899aa0e966cee,16
b11af3d707b89e7abefc16fa37c6e316,20
a2947f9ef6fbc872613dbd05bfa2dbb2,33
0dfb71dcd8399273a7659ed0827f1d7b,38
b40beb161840019d13d57ab0df7a0f06,7
3daf0f6812db2d573c874e0fa55b8060,24
b8a078c679453f27151918508406b8ee,112
9f6100d0502e7b2f1bc127dd70f85618,112
47fe63b8d3b0f9b40cb4ae448f11deb7,46
a86fdd2882f0b4acf62d580cbc04f620,13
1384fa39944f4eafb10db3e5e72721c8,246
c6f25ab5827e03780be75d52007e01f0,31
e2effb934f26b0803b1abe64aa90ab67,198
088f61393eb5886272af1c020c04b175,14
4994c068feb8c01aa1d163ad042a04ae,6
11d4c7017899c008c2b7d5a7c1e8047c,188
6ac02b1eeb6246b6aef109e1cfdfd993,104
2c69a8be4dbc50a755c545cc8ea59e93,3
ef19931260c6ccc4447457994a9cf2f0,44
8b1ef0d228f2b957f4c9a4bbe32f1371,117
e047c5c8405575cf7e572c95cefafcdc,9
a9acec0246e87ac5be4644777dd0ceb4,38
ec352cce24b930843ae587ad89eae4b1,4
34b00bad8beb1d0f8e9a768c98842d8b,52
7a9e9ec1dfb9dc67b497b95cf5ab9ec5,77
1a192708a643bd04090d829f89cfde72,4
6fed3737b5c9deda06450c172a344f65,4
626e816f0a226b33f6a1e2dc81ca65fc,17
f1fbff6ea4d1171f7ca9c2b5e72343ba,127
72f204652ac79fdc62c04d342f776a53,89
cf3941fffc252d9b7649bb5d354da83a,33
a94b0c5ce1c31640d85e4f15b897fe89,77
8f46475e6f23d0d0ab380cdf21ab4d72,69
05ac5cd4dbd35bcbae84d0fd58c30b3b,6
d1207d58d02ce534bc6aef6f06703d1c,19
979080b7a6fc179192511648e6709877,56
f49e16618d27f07c3a0cb083075412dd,71
b40cea5b7e0f5e810ec56ca2b5388f12,26
a4fde971870e693d42ae31f35be049b2,35
d1f828dee5d1ce5cd048ad31e4a7e219,99
4b62aef995a80c3052b5daacde3b3b74,76
adb672f36dd781eca49589394cc342f3,3
921d1f796ae79f2a015ee62eb5984047,42
37e20348b4e295c19e80fff7b33c85c3,58
116974d9121466321c443f4ac72af734,62
26a8466f9ecf96c33a891742914a4e3e,5
581c07ec292f73cd92f6554de0b75f8e,62
1cf6aaa43cb8e4c9cbf760f9b55c6ea4,68
df4ee824a1385acb0dc8c8a31bf5128c,18
ae607ddc40bf19f844874e449aaf2e76,98
85eb82e2151bc9955274834817408d3b,45
3e379c9359b1cb12b422399e172bf6e0,5
269634094683bce38041b4f745706c50,35
cf3d7ebde464d810dbbb31d5839902b1,36
17fa260747cf908477765986c9b70a18,104
6421696c55e3f9ed0e9f344a7f05ba9a,12
c62defcda98684986a7e5b44445d8350,23
16392d5add2e8d1e4f01ce4cd774f029,51
cf89a88e33755743bb387b40bfee5f3a,8
5795273fac1a3dfef09ad7678917dfea,1
3d14cadc02f29ecb98a744d10e45e9c9,85
b32bcbcf74180a818148dc5f99e060bb,42
274830e3e6f39cdb8811d20a6365f36f,24
455d0b963639c1232c8660ed2530d73b,51
562d74e97d81c46c6b948804b951c1dd,339
e3b57ac39b59d26b06a1ecffea380a02,33
b8928592607e689ead84786e68a48df7,29
a5ebe4c524429b8669634c0c9eef958c,61
44520addcce5c524d64469b73dac8b5c,111
59879484eec21fd75ca0e64ac6f85032,23
581fdd2e94d157262479dffa7a8b0be9,46
0b7c23db979dd131cdae875a2afdceb0,12
80f699f11f4dc9c515b43e7154794ff4,13
ab217de346f8f79dcc9129276c34df07,48
3d4ad79cac64206b41fa773f33262b11,48
b0343fe039cdae86b8399cfc06c96665,56
fa312b4fa94ba120266dd153378b3f58,23
611159584214cb90078064440644591e,9
4161ea78a52bcd79a061b2b7a9457928,235
e7a82c31cac3c4db09e324d60de04073,73
1a387e8901799b649d5e37b974b41b72,43
162c9f817db8f0ffc9f0ae838136ec19,52
fbe3501c9fe8fa6f42ce6308daccc62d,54
cfdc8f92dfd233ec75f9c7f4e22bf91b,10
852386bf6bafe268171fff41a868b2d2,22
4a2312a2fc7a680d3de327bd618b2bc9,5
3dc5a47704811ac5026b79ba375c33b6,5
51640df6e379cca54ed5b34024767532,22
97ac225582dee87c614cef96721f3b05,54
3bd03e515456a4e39a3e3682fcc8dc22,54
e8f6a838e48fddf54d698931d92ab312,6
a233e771f10c3d8ac7d9d0738187eded,10
c9ac3e8b5e20cfc4b56fcd584aaa3ed1,35
5061a15c3f2444954065e5758e297ad8,37
d7fe18b511efabd0ec46c396f9a2db36,47
cc33a68085befd13b9568f282200d8f6,15
9a35feff8c6247c33ac843ad9bc1d098,4
085fa7ec260ab285277151426e608699,10
7f9e5f4f258ef862b0685bd09442c2d1,208
523cee3df4f29a3249b06881344e5987,37
14e5fc458b368e9c5ec02482590fd48a,117
c8768d1f404e8ee9b3637d4471486127,14
e44f8aac5d86544b0da10c97fd5f95e8,169
67523dccd1c0994ff0d865e076eb44f5,26
c9f44199454c298c847bc80aa44394b7,133
c6ab7039890b592e5c0cef42db06b5a8,29
e60dcd82157aadb66c5292cc9be73ac1,5
210b6524de8a63d1cc5feb54ffda1d36,15
9976971481d3718e223acdea791eb989,18
40294f0188ef0da72688d0381ecff46a,18
e9841ca8812f5c23d9ee1525bce65184,36
3650207bb2de811f0fe776c23888236f,81
e8f71d0744644b23118a4d29090996e4,41
3d520c5d3dc226179180039926836e99,12
a94030b4057a8ac85007b3efe12f3054,33
d70e95ae859ba6bd9b514b4880a3398a,6
23029914da2ac7403112e756b565b754,54
743445c7860d6aedbdd5d250057b7d02,22
b1e3b6a3d2f64fd8aba61c2485b8a2fb,15
7710339e7899afa74e287405adc24341,37
