dteventtime,platid,areaid,worldid,uin,rolechannel,network,create_hour
2020-03-05 02:50:13,1,1,38741,8185211473f1d7f593859cde6a729cea,10040714,WIFI,2
2020-03-05 02:50:18,1,1,38741,d2add51662fc5bf98dcb56a17e85dec7,10040714,WIFI,2
2020-03-05 02:50:19,0,1,18421,112535eaa91d7c3968f21e5b8cd5ea93,1001,WIFI,2
2020-03-05 02:50:33,1,1,15498,839e423a7c0a594d559dfdda4519418f,10040714,WIFI,2
2020-03-05 02:50:39,1,1,53346,fbf47ec42af842ca53d40f3341830c58,10040714,WIFI,2
2020-03-05 02:50:52,0,1,18421,327c8bf19dcfc31f05e9178e173dfd07,1001,4G,2
2020-03-05 02:50:53,1,1,6879,10ebbf049e3152017ecaf126858af696,10040714,WIFI,2
2020-03-05 02:50:58,1,1,55463,beb357b6d9d262d0da703041ef145ed7,10000145,WIFI,2
2020-03-05 02:51:00,1,1,53346,cdd7895f095d36e128e6ff734a3a2ee3,10040714,WIFI,2
2020-03-05 02:51:43,1,1,38741,73a4ba0bcd625be703ac5964c8990ace,10040714,WIFI,2
2020-03-05 02:51:55,1,1,53346,016d75546e93106cec39a26e92c7474a,2017,WIFI,2
2020-03-05 02:52:03,1,1,38741,66086a1113f11a8487e5836f3e52c3a1,2017,WIFI,2
2020-03-05 02:52:16,1,1,38741,0db01e9fc6b74f2052d31bd10dc5951a,10040714,WIFI,2
2020-03-05 02:52:16,0,1,54700,e415248a267108807fac201dc711c107,1001,WIFI,2
2020-03-05 02:52:24,1,1,38741,8685ceff3bf10645b9029b7dddf50d43,10040714,WIFI,2
2020-03-05 02:53:00,1,1,38741,2da4694e801b09222133e9ad220c3f22,10040714,WIFI,2
2020-03-05 02:53:04,0,1,18421,097acf8d86fee7cbc71bea5665bb848c,1001,WIFI,2
2020-03-05 02:53:24,1,1,38741,5de9a0cba5d7f5c527fad1d793c88ac3,10040714,WIFI,2
2020-03-05 02:53:32,1,1,38741,2487ba7ce40b85e8de54e57588b50960,10040714,WIFI,2
2020-03-05 02:53:45,1,1,15498,654da67f444a78f548102ad96c8b4a74,10040714,WIFI,2
2020-03-05 02:53:45,1,1,53346,cb30de09112a49d108c08e26029311ac,2017,WIFI,2
2020-03-05 02:53:52,0,1,31999,9a524c4c2e5efd76d03df81cad48dad5,1001,WIFI,2
2020-03-05 02:54:02,1,1,15498,976ee8c39effa8424661f591a051ee20,10040714,WIFI,2
2020-03-05 02:54:10,1,1,38741,f0a8b0f6ec30be5ede643126b6ebd863,10040714,WIFI,2
2020-03-05 02:54:17,0,1,10985,c65db8a0d4683d54e7cad6646ca3ed66,1001,WIFI,2
2020-03-05 02:54:29,1,1,38741,47b197fa74984395188508b182aaaae8,10040714,WIFI,2
2020-03-05 02:54:29,1,1,15498,e4f67110abc5f36054f2070db04be99f,10040714,WIFI,2
2020-03-05 02:54:36,1,1,53346,2731777cb773a8fa6c419bdf8b1774f9,2017,WIFI,2
2020-03-05 02:54:47,0,1,26278,e415248a267108807fac201dc711c107,1001,WIFI,2
2020-03-05 02:54:55,1,1,53346,a707d5c13d5645e4a620539c9c04c5e9,10040714,WIFI,2
2020-03-05 02:54:58,1,1,53346,1e228418f2a38ee73ba1b0773a9702ea,2017,WIFI,2
2020-03-05 02:55:16,1,1,15498,8f837456d64706836b8f087c686a5ecd,10040714,WIFI,2
2020-03-05 02:55:23,1,1,53346,2862283ca33fcddc6ec4787fd62f7c9d,10040714,WIFI,2
2020-03-05 02:55:41,1,1,38741,aedd0aee630754d26a49a0294230861e,10040714,WIFI,2
2020-03-05 02:55:44,1,1,15498,25da7a6d90a8fb649fedca82fc3bddc3,10040714,WIFI,2
2020-03-05 02:55:46,0,1,31999,0a413ec1cac529cded7c576631a55cde,1001,WIFI,2
2020-03-05 02:55:55,1,1,38741,8dbe1b9a030a9f56a9ec4e6cf5c988be,10040714,WIFI,2
2020-03-05 02:55:57,1,1,15498,25bea4a440c6ab3953fbccb72ac473d6,10040714,WIFI,2
2020-03-05 02:55:59,1,1,38741,659368520ca78040dd757e3e477b3e6c,10040714,WIFI,2
2020-03-05 02:56:17,0,1,10985,e415248a267108807fac201dc711c107,1001,WIFI,2
2020-03-05 02:56:20,1,1,38741,388d758fdea03b5c847839aec48b2e37,10040714,WIFI,2
2020-03-05 02:56:24,0,1,54700,24a2582daa8bc34ea6d3a3d8293054bc,1001,WIFI,2
2020-03-05 02:56:32,1,1,15498,78e272c7f66c4a58a9ba001c8fa9c636,10040714,WIFI,2
2020-03-05 02:56:53,0,1,18421,058bd6eb74848d5cdcb3bd7deea18f66,1001,WIFI,2
2020-03-05 02:57:03,1,1,15498,6175db0e624eec692f5caf5d544def07,10040714,WIFI,2
2020-03-05 02:57:12,0,1,26278,eeeca96f6e49cdf8424c1a0232c2bc5f,1001,WIFI,2
2020-03-05 02:57:23,0,1,17593,88b800333285d7b7122530b390167ca3,1001,WIFI,2
2020-03-05 02:57:48,1,1,53346,42c219b072afdd007c64d9d7b107fc57,10040714,WIFI,2
2020-03-05 02:57:50,1,1,15498,3aa717da5dafce2fbe9d294c0c790eb3,10040714,WIFI,2
2020-03-05 02:57:59,0,1,10985,de1528fbbd6ea67121e1ca2b04629a27,1001,WIFI,2
2020-03-05 02:58:08,1,1,53346,4135e356f38e915fb02dfa5bc9179970,10040714,WIFI,2
2020-03-05 02:58:21,1,1,38741,f5322f2ee1f8a79e51ae8a9dfadcfebb,10040714,WIFI,2
2020-03-05 02:58:26,1,1,15498,5df6528360ef9a09fbae00d9212b75df,10040714,WIFI,2
2020-03-05 02:58:42,0,1,26278,32f3777c45a763e8e383ef2e34354a1d,1001,WIFI,2
2020-03-05 02:58:44,1,1,15498,fcf2eb07885f5fd4488ad7556809538a,10040714,WIFI,2
2020-03-05 02:58:56,1,1,53346,73cdb7ed122b85db01d21ed20c12f093,10040714,WIFI,2
2020-03-05 02:58:59,1,1,38741,3395d6f038b050d2c3c625e1b5725ddc,10040714,WIFI,2
2020-03-05 02:59:03,1,1,53346,ca19732f2d4542c51de19e024232c16b,10040714,WIFI,2
2020-03-05 02:59:11,1,1,15498,7de16b4b4043247ec1b37a491f781600,10040714,WIFI,2
2020-03-05 02:59:14,0,1,26648,e415248a267108807fac201dc711c107,1001,WIFI,2
2020-03-05 02:59:17,1,1,53346,42ad5adc00ecbf8a0bef7f82c9a6bd98,10040714,WIFI,2
2020-03-05 02:59:38,1,1,15498,3755e4af0b5b6dbf80cec6be981a06da,10040714,WIFI,2
2020-03-05 02:59:40,1,1,53346,179237ca91ebfee66fc2f0f1a5a65601,10040714,WIFI,2
2020-03-05 02:59:43,1,1,38741,646bd1929ae40b2b5384f29bb6d23354,10040714,WIFI,2
2020-03-05 02:59:44,1,1,53346,a874a7eedea1dd92c679e846c982a4e2,10040714,WIFI,2
2020-03-05 02:59:44,1,1,38741,69606c6078e97142a845235eaae2b09c,10040714,WIFI,2
2020-03-05 02:59:48,1,1,15498,68096be5dc64b6594e5eaeb42bb3831e,10040714,WIFI,2
2020-03-05 02:59:58,1,1,15498,59a69a1a5cbb80eb51ff3652e15b9796,10040714,WIFI,2
2020-03-05 03:00:18,0,1,18421,190891b8163a29f470f666529cf7b45e,1001,WIFI,3
2020-03-05 03:00:21,0,1,10985,94f070b9add450fc761d3412785cd9b2,1001,WIFI,3
2020-03-05 03:00:36,0,1,18421,1a41531dbcb0d2e7ad04e475d54b1708,1001,WIFI,3
2020-03-05 03:00:38,0,1,10985,327c8bf19dcfc31f05e9178e173dfd07,1001,4G,3
2020-03-05 03:00:53,1,1,15498,53667cd0eac645f8851e59de9fec8cf3,10028581,WIFI,3
2020-03-05 03:00:55,1,1,15498,e5f947316ce4ca595e9eb79d186a5558,10040714,WIFI,3
2020-03-05 03:01:03,1,1,53346,53c13e6a0b2b51ddadfed0757bc42d96,10040714,WIFI,3
2020-03-05 03:01:15,1,1,15498,676a241fb8fad94fc339f9dbbe93cfaf,2017,WIFI,3
2020-03-05 03:01:26,1,1,15498,9ba353c07496ea6cd183380950e52932,10040714,WIFI,3
2020-03-05 03:01:34,1,1,38741,333743bdf449cd69de61d9b1a5fb0cfa,10040714,WIFI,3
2020-03-05 03:01:49,1,1,15498,1b1e762256266daffa56ba98b4d0e069,10040714,WIFI,3
2020-03-05 03:01:51,1,1,38741,4b181753146cbc996fc0af72c9fcc58f,2017,WIFI,3
2020-03-05 03:01:54,0,1,18421,32f3777c45a763e8e383ef2e34354a1d,1001,WIFI,3
2020-03-05 03:02:03,0,1,18421,c04e6823e867baa8ef98edb75dcf0507,1001,WIFI,3
2020-03-05 03:02:07,1,1,15498,5b1397fc92a73b596a8a3bb6a138138e,10040714,WIFI,3
2020-03-05 03:02:11,1,1,15498,81509b77a33bc939d8b132c740d683f7,2017,WIFI,3
2020-03-05 03:02:15,0,1,18421,739108c510047db05771c1e06422d701,1001,WIFI,3
2020-03-05 03:02:15,1,1,53346,d87b715f139169347af7699e22c24301,2017,WIFI,3
2020-03-05 03:02:19,1,1,15498,07fa669ccae72cbc829ea5855a60bad6,2017,WIFI,3
2020-03-05 03:02:28,0,1,18421,53f5448126ca68b3af639f176de11ed8,1001,WIFI,3
2020-03-05 03:02:34,1,1,15498,576c25d8ed32b4173fd58d23f8430e98,10040714,WIFI,3
2020-03-05 03:02:52,1,1,15498,50a0315b5ad060333113f207c9e3696a,10040714,WIFI,3
2020-03-05 03:02:55,0,1,18421,6e658656b2dedf933b37deaa9ae3c062,1001,WIFI,3
2020-03-05 03:03:15,1,1,15498,50edaba74b3531c08d88d83dc8d9d805,10040714,WIFI,3
2020-03-05 03:03:18,1,1,53346,280e0852d3fecd3dfff1e58602413525,10040714,WIFI,3
2020-03-05 03:03:27,1,1,53346,18b2298b46ed7291d0390f2be45ccbfa,10040714,WIFI,3
2020-03-05 03:03:37,1,1,38741,f4d561ce213616f2c50ddb23fd4aab18,10040714,WIFI,3
2020-03-05 03:03:44,0,1,18421,9b88324b9c19637d3bc41fd776beaff7,1001,WIFI,3
2020-03-05 03:03:59,1,1,15498,3b0a9c1252108d828511cadc434982d7,10040714,WIFI,3
2020-03-05 03:04:03,1,1,38741,a293dcf5dd58ae1c117fb6f6b6a88b03,10040714,WIFI,3
2020-03-05 03:04:19,0,1,10985,c65db8a0d4683d54e7cad6646ca3ed66,1001,WIFI,3
2020-03-05 03:04:29,1,1,15498,39bf403d4375699104c48c76c11a5218,10040714,WIFI,3
2020-03-05 03:04:33,1,1,6879,44e9c909688c637f7281c43c922e58c6,10040714,WIFI,3
2020-03-05 03:04:41,1,1,15498,c8eeffaf96b57a123b3f749e4817f024,10040714,WIFI,3
2020-03-05 03:04:42,1,1,38741,ce75fe2e5b0a036381a896520863b30d,10040714,WIFI,3
2020-03-05 03:04:50,1,1,6879,7815e7a261137b2a4ccb47204e5d4fda,10040714,WIFI,3
2020-03-05 03:05:08,0,1,10985,aeda6547dbcc0f6946fd2d80e59b6bd1,1001,4G,3
2020-03-05 03:05:28,1,1,15498,0fccecbb4f9454a72b3bc02820307568,10040714,WIFI,3
2020-03-05 03:05:30,1,1,38741,1c25dde392a8e770ca2f5226b479e0a9,10040714,WIFI,3
2020-03-05 03:05:44,1,1,38741,340a906072c54ab29f9d1c255dd95968,10040714,WIFI,3
2020-03-05 03:05:57,1,1,15498,884ebe4332bbcccb05fba03a5b2e5857,10040714,WIFI,3
2020-03-05 03:06:15,1,1,53346,ddcd0a73869a946a2c7560a84d944909,2017,WIFI,3
2020-03-05 03:06:18,1,1,6879,08fad35a20306977f8dee7875d9db8bc,10040714,WIFI,3
2020-03-05 03:06:21,0,1,18421,3607d336176bf31e87529690e850da66,1001,WIFI,3
2020-03-05 03:06:22,0,1,18421,e56ed6d934d782be1205bc0da9eae4f8,1001,WIFI,3
2020-03-05 03:06:23,1,1,15498,c2d38acb819529c0a70b97c0e26e1307,10040714,WIFI,3
2020-03-05 03:06:43,1,1,15498,dd35018206cc599243e618fa59601c2a,10040714,WIFI,3
2020-03-05 03:07:00,1,1,53346,d1bb98cafd2ce3a4b4b67a910ed759d3,2017,WIFI,3
2020-03-05 03:07:05,1,1,15498,f557c3f1a75d97c39df33c976e2bade8,10040714,WIFI,3
2020-03-05 03:07:08,1,1,15498,4e200c7227d830e55c46549ebbc25f51,10040714,WIFI,3
2020-03-05 03:07:32,1,1,25539,acbe6d0412111b3269e99ec2b94f3bb7,10000145,WIFI,3
2020-03-05 03:07:36,0,1,10985,2019809d883e0f30779bfae2aaa1a4c8,1001,WIFI,3
2020-03-05 03:07:41,1,1,15498,e4df5ef2d7d2ae5c76fe92eea4a55d9e,10040714,WIFI,3
2020-03-05 03:07:52,1,1,38741,b2dcc5c49b81cf974c9debbc0d975102,10040714,WIFI,3
2020-03-05 03:07:58,1,1,38741,63bf49bf7fadbbc530a42427e34df2d9,10040714,WIFI,3
2020-03-05 03:08:09,0,1,18421,c4747a56cace6a1eb5620a01cc657d1d,1001,WIFI,3
2020-03-05 03:08:09,1,1,6879,13be66abd71ea635d923d9987b2030e2,10040714,WIFI,3
2020-03-05 03:08:13,1,1,38741,b660eaf27fce90236f482ffbae4ea9fe,10040714,WIFI,3
2020-03-05 03:08:20,1,1,38741,f0842f0bbc068c6f63ecad36c96117fa,10040714,WIFI,3
2020-03-05 03:08:29,1,1,25539,acbe6d0412111b3269e99ec2b94f3bb7,10000145,WIFI,3
2020-03-05 03:08:30,1,1,15498,6bc93f5dbabc90fd7e89048ecac9fca4,10040714,WIFI,3
2020-03-05 03:08:36,0,1,32619,661f39d99e6e529620942d491d6f1aa9,1001,4G,3
2020-03-05 03:08:48,1,1,15498,c6f14cbe081239fb6bb36c44465a3fda,10040714,WIFI,3
2020-03-05 03:08:52,1,1,38741,0f632e2b32b98f88fc55315730d9493d,2017,WIFI,3
2020-03-05 03:08:52,1,1,15498,0397d2ca384db0a87d9651c46647707d,10040714,WIFI,3
2020-03-05 03:08:58,1,1,15498,be0f3617af40e12bc95a2f54712f243a,10040714,WIFI,3
2020-03-05 03:09:18,1,1,15498,65b84014b8dbfa279672e940a1aabd7a,10040714,WIFI,3
2020-03-05 03:09:18,1,1,38741,261ae20f46562a27f5f9eec495b21354,10040714,WIFI,3
2020-03-05 03:09:32,1,1,15498,4350aabe32715894af73da8bca0650a5,10040714,WIFI,3
2020-03-05 03:09:34,0,1,18421,66fb4d770c8bc128d1ee8fec4bf9fe56,1001,WIFI,3
2020-03-05 03:09:38,1,1,25539,acbe6d0412111b3269e99ec2b94f3bb7,10000145,WIFI,3
2020-03-05 03:09:46,1,1,53346,7118cd5bca4fc5d45ccc2aaddb5f4433,10040714,WIFI,3
2020-03-05 03:10:03,1,1,15498,b7b495c33949943b58f81f550346f00e,10040714,WIFI,3
2020-03-05 03:10:15,1,1,6879,ab118817634645f9f3c07c8d62d944bf,10040714,WIFI,3
2020-03-05 03:10:19,1,1,53346,ae6c33b9d364197641417b1b987f4852,10040714,WIFI,3
2020-03-05 03:10:24,1,1,53346,f1553de23d9a601d30fb04ba330fa2d6,10040714,WIFI,3
2020-03-05 03:10:25,0,1,18421,0e487709314574f6388c0d9410f9c66c,1001,WIFI,3
2020-03-05 03:10:26,1,1,15498,a6057d4341557e4e5501a929f60a65d6,10040714,WIFI,3
2020-03-05 03:10:26,1,1,38741,ed5988513a1e6fa28611380c0900a1a9,10040714,WIFI,3
2020-03-05 03:10:41,1,1,53346,bb00c0fd9e8ba400ac82119523b786d0,10040714,WIFI,3
2020-03-05 03:10:58,0,1,10985,1c90b8c4952706cd4925f040edad90ed,1001,WIFI,3
2020-03-05 03:10:58,0,1,18421,9445c052fe6479f5c423eee95b6aedeb,1001,WIFI,3
2020-03-05 03:11:03,1,1,15498,695ee8bda0501aa76e4762cea627d82f,10040714,WIFI,3
2020-03-05 03:11:07,1,1,53346,c2637ec66adeebbb57a66d2dd8a64ef7,10040714,WIFI,3
2020-03-05 03:11:12,1,1,53346,82f4c61397847e61a1d0667bfc20cad0,2017,WIFI,3
2020-03-05 03:11:15,1,1,53346,87964e594f9ae5e8534c5acc6585f4be,2017,WIFI,3
2020-03-05 03:11:19,1,1,15498,fbf47ec42af842ca53d40f3341830c58,10040714,WIFI,3
2020-03-05 03:11:22,1,1,15498,99d3d22c51c03d4f094459871837f5e5,10040714,WIFI,3
2020-03-05 03:11:36,1,1,15498,f1277689ce817968f7d8222ea9382e06,10040714,WIFI,3
2020-03-05 03:11:43,1,1,53346,67b0d319c787f9934e6d6a17d57eaa55,10000145,WIFI,3
2020-03-05 03:11:47,1,1,53346,3aa717da5dafce2fbe9d294c0c790eb3,10040714,WIFI,3
2020-03-05 03:11:47,1,1,38741,d7f7e21063dfd6d5bbc7334c45cdccff,10040714,WIFI,3
2020-03-05 03:11:57,1,1,6879,ef8be7208f5661af6659ef26db9f6eda,10040714,WIFI,3
2020-03-05 03:11:57,1,1,15498,2e98822f7a5c53dd2fbb8652f138d8ed,10040714,WIFI,3
2020-03-05 03:11:57,1,1,53346,cc2c981380a41331a9c1c467049722d9,10040714,WIFI,3
2020-03-05 03:12:07,1,1,15498,ebe26025420cf6351b8d2917aee59ae1,10040714,WIFI,3
2020-03-05 03:12:10,1,1,38741,52fcd6562e7658796843de941345fbcf,10040714,WIFI,3
2020-03-05 03:12:14,0,1,18421,3c1f5696c9029f0efa95ddc023478ee9,1001,WIFI,3
2020-03-05 03:12:25,1,1,38741,079300fc47311c5e8d3c7466b6cc6f8b,10040714,WIFI,3
2020-03-05 03:12:35,1,1,55463,84805646ec114822bc54dd4a66dabba0,10000145,WIFI,3
2020-03-05 03:12:49,1,1,15498,fa3f7f6ec1477d96d92432745bea400c,10040714,WIFI,3
2020-03-05 03:12:51,1,1,15498,7052fc1bcab1e2fe20966ae764391ba8,10040714,WIFI,3
2020-03-05 03:12:56,0,1,18421,c293d0a3e94b1db6d6d3d37d5a529e82,1001,WIFI,3
2020-03-05 03:12:57,1,1,15498,893d6dd4229d5ba235e831adac552802,10040714,WIFI,3
2020-03-05 03:13:01,1,1,53346,6391d57d121f72d3f7ab39ce0d5392e0,10040714,WIFI,3
2020-03-05 03:13:02,1,1,41307,582b3e915c6178730871571a854d5bd0,2002,4G,3
2020-03-05 03:13:08,1,1,38741,e4a4e85b771c3f5464556000161303fc,10040714,WIFI,3
2020-03-05 03:13:24,1,1,15498,db581b0f1c0e2817786363a5dd0e5366,10040714,WIFI,3
2020-03-05 03:13:24,1,1,38741,a9c00975d45bd1e0c16555d8b8e366ee,10040714,WIFI,3
2020-03-05 03:13:31,0,3,61221,a090301eff84298390205f35116a89f4,1001,WIFI,3
2020-03-05 03:13:38,1,1,38741,65cfce54101e4e4b1450fe6b2371845d,10040714,WIFI,3
2020-03-05 03:13:44,1,1,15498,bf6ce8f59cd7357cbed01d273f4a5f82,10040714,WIFI,3
2020-03-05 03:13:49,1,1,38741,42d94f8842e6268d4d02ed64ac4ab777,10040714,WIFI,3
2020-03-05 03:13:52,1,1,15498,3ac8b444baa84261446f4c1bd6a60066,10040714,WIFI,3
2020-03-05 03:13:58,1,1,15498,8d28f10d9a8a970afc30805d6b44145c,10040714,WIFI,3
2020-03-05 03:14:03,0,2,2086,01cbc2a2627337b1c5453da39dc889b0,1001,WIFI,3
2020-03-05 03:14:06,1,1,38741,fd5c07f661b4e7e9c86666b7249f088d,10040714,WIFI,3
2020-03-05 03:14:15,1,1,38741,3a4939d615aad1f26720b56f577f8d1e,10040714,WIFI,3
2020-03-05 03:14:16,1,1,38741,b71299eba8e43b584f88c103f2d6ed6e,10040714,WIFI,3
2020-03-05 03:14:20,1,1,53346,c82b11121afb41e4b74b3f06b942d1fc,10040714,WIFI,3
2020-03-05 03:14:20,1,1,38741,ae3dea04e0ce84c364c77df7b62f4e8e,10040714,WIFI,3
2020-03-05 03:14:22,1,1,53346,baafb86e12fb64e93cd8fda0356f5506,10040714,WIFI,3
2020-03-05 03:14:37,1,1,55463,d942fd32fd8d5ab09584bc33528e298b,10000145,WIFI,3
2020-03-05 03:14:39,1,1,6879,48f563b5c475fc6cd7a6e64d5c6b200a,10040714,WIFI,3
2020-03-05 03:14:47,0,2,2086,68c287c4d7c5cd19dcd9c90318b13822,1001,WIFI,3
2020-03-05 03:14:50,1,1,38741,8f534e0cd6a60524fff00ac053ad3d18,2017,WIFI,3
2020-03-05 03:14:58,1,1,15498,9ba3fe031a029de37b053c457f0edfc5,10040714,WIFI,3
2020-03-05 03:15:01,1,1,15498,206f0160dfdadccde085d58dfd16c46c,10040714,WIFI,3
2020-03-05 03:15:06,0,1,18421,c1a9c6fe77a3e782a3a2a765d852325e,1001,WIFI,3
2020-03-05 03:15:22,1,1,55463,9bc21ec27de7c2b9c54d3277e690794a,10030476,WIFI,3
2020-03-05 03:15:41,1,1,38741,0d5aae68a1fa44cdb64291428d31d738,10040714,WIFI,3
2020-03-05 03:15:44,1,1,38741,1056aa1c0ba1e4444cbb5179c4a74df4,10040714,WIFI,3
2020-03-05 03:15:56,1,1,15498,7d4984b983aa4f4d0b5eba6758492a9f,10040714,WIFI,3
2020-03-05 03:16:03,1,1,25539,120e3a957ccb2ffda0cd54745cde1047,10000145,4G,3
2020-03-05 03:16:07,0,1,18421,15ebd70f852981239e9ae93a32abc7a1,1001,WIFI,3
2020-03-05 03:16:07,1,1,38741,b619af2a01f714ba6ba8659f8304cffa,10040714,WIFI,3
2020-03-05 03:16:08,1,1,38741,2c0afb90de654f207f5165abed4f5cc7,10040714,WIFI,3
2020-03-05 03:16:14,1,1,38741,158019f66daa972e94f914654de7862b,10040714,WIFI,3
2020-03-05 03:16:18,1,1,53346,beb357b6d9d262d0da703041ef145ed7,10000145,WIFI,3
2020-03-05 03:16:21,1,1,15498,c56c48e1dd3c83a015651106ebcd25ba,10040714,WIFI,3
2020-03-05 03:16:21,1,1,15498,505d856ae623024860a51f5ee35a27ce,10040714,WIFI,3
2020-03-05 03:16:23,1,1,38741,22de4a2d920441d91d24a9f5cf09a741,10040714,WIFI,3
2020-03-05 03:16:38,1,1,6879,4195aadb3c198671e5ae0a63c342701f,10040714,WIFI,3
2020-03-05 03:16:45,1,1,15498,c1d3bdcb04423103db4910cfd8ab75ba,10040714,WIFI,3
2020-03-05 03:17:02,1,1,15498,52f9af4db5442337704282e0111e14af,10040714,WIFI,3
2020-03-05 03:17:18,1,1,38741,5885c7b8d3ec592acdd45d4a3647e332,10040714,WIFI,3
2020-03-05 03:17:29,0,1,18421,a9f4771ad68bc6f510055085232c6c52,1001,WIFI,3
2020-03-05 03:17:37,1,1,38741,4b44f2057ca69005836402ba251edba6,10040714,WIFI,3
2020-03-05 03:17:51,0,1,8771,29ff7f6bc35eb11e978a1b8308a76c00,1001,WIFI,3
2020-03-05 03:17:54,0,1,18421,2887906a2bfb6bad13c077fc23da9466,1001,WIFI,3
2020-03-05 03:17:56,1,1,15498,d2c26b19c221a0c492fa6dae2d4dff56,2017,WIFI,3
2020-03-05 03:17:56,1,1,15498,cfb50c7af1ecf8fa886fda558959ff02,10040714,WIFI,3
2020-03-05 03:18:01,1,1,15498,44a24ab62db82b8f82e7a671512caf73,10040714,WIFI,3
2020-03-05 03:18:02,1,1,53346,ab3f636386a2d200d177b6a47a053458,10040714,WIFI,3
2020-03-05 03:18:08,1,1,15498,53971f7a4200c74ca686a4015ee39528,10040714,WIFI,3
2020-03-05 03:18:20,1,1,53346,b64a18bfc02945e38af71fc9c78d3a93,10040714,WIFI,3
2020-03-05 03:18:30,1,1,15498,4851824cbd89d6f27bf3e597ce9c7bc9,10040714,WIFI,3
2020-03-05 03:18:34,0,1,18421,aecfaa706f0ce837f447a56f12074411,1001,WIFI,3
2020-03-05 03:18:42,1,1,38741,819d2d1220eebf51cea011d700bf0ab4,10040714,WIFI,3
2020-03-05 03:18:46,1,1,53346,0c00ba2c8ef5bcf14ebf6956a8688fb7,10040714,WIFI,3
2020-03-05 03:18:49,1,1,15498,02873479d828a6755c7c69cfc9fdf73c,2017,WIFI,3
2020-03-05 03:19:12,1,1,38741,c72e3b60d01661b6494a8c1930cd9960,10040714,WIFI,3
2020-03-05 03:19:29,1,1,15498,55c2d3453c563ce8f2e587d6a1f730f4,10040714,WIFI,3
2020-03-05 03:19:33,1,1,38741,dc13686ff5d6c1a1733e7237fe8995d6,10040714,WIFI,3
2020-03-05 03:19:33,1,1,15498,306e52b3d4d5f7021888fd5537c00c25,10040714,WIFI,3
2020-03-05 03:19:38,0,1,18421,fa1e596b28875626bb8ae381e04031df,1001,WIFI,3
2020-03-05 03:19:45,1,1,38741,705d70cbd1cbc216412cb1ee59ef80a9,10040714,WIFI,3
2020-03-05 03:20:09,0,2,29636,6a8fcff39a3db3d2401318dc2caa0494,1001,WIFI,3
2020-03-05 03:20:19,1,1,38741,ea6639d23786da9a72b1dc6f942156ca,10040714,WIFI,3
2020-03-05 03:20:20,1,1,53346,ab1474fe8766b26beab65b2bcbff8d43,2017,WIFI,3
2020-03-05 03:20:21,0,1,18421,4fc87e7097a974d6824f8c3494716a32,1001,WIFI,3
2020-03-05 03:20:24,1,1,38741,ccdad7ca9d2c164cc59d41aca8cb9b4c,10040714,WIFI,3
2020-03-05 03:20:26,1,1,38741,9a624ab41107a5e8e4c88cc3dfd6b9a4,10040714,WIFI,3
2020-03-05 03:20:43,1,1,38741,dd690ef41a99e23f8d04afe2b9d82280,10040714,WIFI,3
2020-03-05 03:20:51,0,1,18421,22ec86774cdedea18ea3504932052e6e,1001,WIFI,3
2020-03-05 03:21:07,1,2,18207,4928db587d0f6857c65223641638fc65,10000144,WIFI,3
2020-03-05 03:21:10,1,1,6879,a019834d9b2709821e771380fca5fa65,10040714,WIFI,3
2020-03-05 03:21:15,1,1,38741,704a9cdf814ff47ebbaa1af4ac70bc35,10040714,WIFI,3
2020-03-05 03:21:21,1,1,15498,35d824b8b899983c81e4203900600a67,10040714,WIFI,3
2020-03-05 03:21:29,1,1,15498,74662ac1134137fc5bdf1087e1c8fee3,10040714,WIFI,3
2020-03-05 03:21:31,1,1,53346,1021aed82940fead95f34c5181a6c945,2017,WIFI,3
2020-03-05 03:21:38,1,1,53346,8c833701b27fcc7f7d43bf2325808004,10040714,WIFI,3
2020-03-05 03:21:40,1,1,15498,b69d658437b8fb94c4ce55dc24833712,10040714,WIFI,3
2020-03-05 03:21:41,1,1,53346,2e8004f158df3decb0139120a65a9876,10040714,WIFI,3
2020-03-05 03:21:45,1,1,15498,cb1807dd4688c25068e5e93cf336cd0d,10040714,WIFI,3
2020-03-05 03:21:53,1,1,15498,02c126c9cc202459954c5c259e5d14f6,10040714,WIFI,3
2020-03-05 03:21:55,1,1,6879,2108911483e065e1d39720b62c2ffb90,10040714,WIFI,3
2020-03-05 03:21:56,1,1,38741,4c96d9543509dff581d0cf0236a96281,10040714,WIFI,3
2020-03-05 03:22:02,1,1,53346,e1e5371b6d4abdcaa0e21162a4125c36,10040714,WIFI,3
2020-03-05 03:22:03,1,1,53346,eabe1b39d29cd0cc1bc75db463c2022f,10040714,WIFI,3
2020-03-05 03:22:03,0,1,31999,a93edbd28d71ca3a4e39aad9ea2a1d7f,1001,4G,3
2020-03-05 03:22:10,0,1,10985,e83baa914af3d05be1dd24470f554a69,1001,WIFI,3
2020-03-05 03:22:18,1,1,6879,9422a533f6acce2fa7059c7ec0592f9f,10040714,WIFI,3
2020-03-05 03:22:26,1,1,53346,c12ccd6ef42ed62598ede1e653a58c92,10040714,WIFI,3
2020-03-05 03:22:27,0,1,18421,a4c87ee13634c7ee0734e0a0462d709a,1001,WIFI,3
2020-03-05 03:22:29,1,1,53346,720703ae3475e3a580a480827c2660c6,2017,WIFI,3
2020-03-05 03:22:56,1,1,53346,1d8dcaa0cd1e834cba1b3c3d19f0266e,2017,WIFI,3
